,user_id,item_id,score,track_name,artist_name
35,161,29666,8.727483749389648,Wolf Party,The Blood Brothers
36,161,32136,8.710227966308594,The Black Rainbow,Coheed and Cambria
37,161,29662,8.331963539123535,Rats And Rats And Rats For Candy,The Blood Brothers
38,161,14098,8.096837997436523,Timberwolves At New Jersey,Taking Back Sunday
39,161,28618,7.596056938171387,Follow And Feel,Saosin
40,198,31720,12.908834457397461,From One Wrong Place To The Next,The Notwist
41,198,31722,12.72472858428955,They Follow Me,The Notwist
42,198,31721,11.941449165344238,7-Hour-Drive,The Notwist
43,198,8554,11.516758918762207,Pregnant Pause,Wild Beasts
44,198,11519,11.072763442993164,Past Perfect,Wild Beasts
45,198,8553,11.06088924407959,Sweet Spot,Wild Beasts
46,198,8550,11.028382301330566,A Simple Beautiful Truth,Wild Beasts
47,198,11526,10.944183349609375,A Dog's Life,Wild Beasts
48,198,1504,9.383807182312012,The Words That Maketh Murder,PJ Harvey
49,198,17905,8.736808776855469,Chain My Name,Poliça
50,198,18925,8.719929695129395,Here Sometimes,Blonde Redhead
51,198,7473,8.472613334655762,Consequence,The Notwist
52,198,1557,8.447813987731934,The Last Living Rose,PJ Harvey
53,198,4524,8.365029335021973,I Sat by the Ocean,Queens of the Stone Age
54,198,1798,8.309130668640137,One Step Inside Doesn't Mean You Understand,The Notwist
55,198,31035,8.194681167602539,One With the Freaks,The Notwist
56,198,31033,8.181634902954102,Trashing Days,The Notwist
57,198,21276,8.160810470581055,Neon Golden,The Notwist
58,198,31034,8.098000526428223,This Room,The Notwist
59,198,1375,8.059150695800781,On Battleship Hill,PJ Harvey
60,431,4799,13.631354331970215,Gone With The Sin,HIM
61,431,22311,12.306674003601074,Your Sweet 666,HIM
62,431,4674,12.066109657287598,Spill The Blood,Slayer
63,431,3274,11.906570434570312,South Of Heaven,Slayer
64,431,3167,11.797491073608398,Angel of Death,Slayer
65,431,25105,11.552312850952148,Love You Like I Do,HIM
66,431,13259,11.456384658813477,Please Don't Let It Go,HIM
67,431,4669,11.246733665466309,Mandatory Suicide,Slayer
68,431,4666,11.163363456726074,Silent Scream,Slayer
69,431,4670,11.161288261413574,Ghosts Of War,Slayer
70,431,9597,11.13927173614502,Got The Time,Anthrax
71,431,12602,11.096662521362305,Sweet Pandemonium,HIM
72,431,12136,11.09566879272461,A National Acrobat,Black Sabbath
73,431,4668,10.94914722442627,Behind The Crooked Cross,Slayer
74,431,3271,10.911169052124023,Postmortem,Slayer
75,431,2765,10.834749221801758,Dead Skin Mask,Slayer
76,431,4667,10.818302154541016,Live Undead,Slayer
77,431,11955,10.621708869934082,Sleeping Village,Black Sabbath
78,431,2688,10.576273918151855,Raining Blood,Slayer
79,431,4672,10.488327026367188,Cleanse The Soul,Slayer
80,610,6568,12.099211692810059,Distance Equals Rate Times Time,Pixies
81,610,6567,11.494731903076172,Space (I Believe In),Pixies
82,610,6569,10.959985733032227,Lovely Day,Pixies
83,610,6570,10.366403579711914,Motorway to Roswell,Pixies
84,610,6542,10.196170806884766,Turn Into Something,Animal Collective
85,610,24317,9.735722541809082,Tunic (Song for Karen),Sonic Youth
86,610,33387,9.6824951171875,I’ve Been Tired,Pixies
87,610,6864,9.551398277282715,Fountain Stairs,Deerhunter
88,610,22933,9.500531196594238,Circulation,Deerhunter
89,610,18351,9.269432067871094,Memory Boy,Deerhunter
90,610,22930,9.25241470336914,Disappearing Ink,Deerhunter
91,610,6461,9.213467597961426,Bluish,Animal Collective
92,610,6398,9.075488090515137,In the Mouth a Desert,Pavement
93,610,15078,9.074067115783691,Real Love,Beach House
94,610,6679,9.063111305236816,Basement Scene,Deerhunter
95,610,6462,9.025938987731934,Guys Eyes,Animal Collective
96,610,6421,9.013958930969238,Schizophrenia,Sonic Youth
97,610,11071,8.949758529663086,Used to Be,Beach House
98,610,6090,8.934555053710938,Is This It,The Strokes
99,610,6390,8.85340404510498,What You Want,My Bloody Valentine
100,627,10672,11.076678276062012,A Murder Of One,Counting Crows
101,627,11213,10.9448823928833,Raining In Baltimore,Counting Crows
102,627,28598,9.997010231018066,Help Is On The Way,Rise Against
103,627,3050,9.890959739685059,Ready To Fall,Rise Against
104,627,12959,9.717350959777832,Push,Matchbox Twenty
105,627,24012,9.42604923248291,Wonderwall,Ryan Adams
106,627,5276,9.219893455505371,Kryptonite,3 Doors Down
107,627,5295,9.114995002746582,Wait For Me,Rise Against
108,627,5349,8.842629432678223,Behind Blue Eyes,Limp Bizkit
109,627,14104,8.827249526977539,Last Train Home,Lostprophets
110,627,5306,8.826187133789062,Under The Knife,Rise Against
111,627,10660,8.74196720123291,Colorblind,Counting Crows
112,627,5367,8.736437797546387,Midnight Hands,Rise Against
113,627,8234,8.646069526672363,Through Glass,Stone Sour
114,627,13250,8.610318183898926,Suck My Kiss,Red Hot Chili Peppers
115,627,2743,8.523865699768066,Prayer of the Refugee,Rise Against
116,627,11303,8.473814010620117,My Best Theory,Jimmy Eat World
117,627,11711,8.445687294006348,All Along the Watchtower,Jimi Hendrix
118,627,11286,8.297670364379883,Injection,Rise Against
119,627,5352,8.28862190246582,Bricks,Rise Against
120,886,10946,10.75879192352295,Flugufrelsarinn,Sigur Rós
121,886,10994,9.76242733001709,Viðrar vel til loftárása,Sigur Rós
122,886,12813,9.531719207763672,Murderers,John Frusciante
123,886,11078,9.137957572937012,Illgresi,Sigur Rós
124,886,7816,8.999123573303223,Cruel,Tori Amos
125,886,16319,8.80509090423584,Drove Through Ghosts to Get Here,65daysofstatic
126,886,8048,8.609902381896973,Brick Shithouse,Placebo
127,886,2125,8.60208511352539,Pick Up the Phone,The Notwist
128,886,25812,8.578022956848145,Ask for Answers,Placebo
129,886,6308,8.573867797851562,Girl With One Eye,Florence + the Machine
130,886,1731,8.543272018432617,Like Spinning Plates,Radiohead
131,886,11053,8.496522903442383,Ára bátur,Sigur Rós
132,886,34214,8.446975708007812,Await Rescue,65daysofstatic
133,886,4456,8.387594223022461,Your Hand in Mine,Explosions in the Sky
134,886,2242,8.270298957824707,In Rime,John Frusciante
135,886,2225,8.23547649383545,Pagan Poetry,Björk
136,886,10870,8.224087715148926,Góðan daginn,Sigur Rós
137,886,19551,8.204471588134766,Undo,Björk
138,980,6681,12.883174896240234,Alpha and Omega,Boards of Canada
139,980,22505,12.51154613494873,Corsair,Boards of Canada
140,980,15338,12.48257064819336,Telephasic Workshop,Boards of Canada
141,980,9640,12.383557319641113,Dawn Chorus,Boards of Canada
142,980,1439,12.302766799926758,Wildlife Analysis,Boards of Canada
143,980,32354,12.245003700256348,You Could Feel the Sky,Boards of Canada
144,980,9641,12.179045677185059,Diving Station,Boards of Canada
145,980,1526,12.0211763381958,Pete Standing Alone,Boards of Canada
146,980,9639,11.987480163574219,Over the Horizon Radar,Boards of Canada
147,980,1420,11.868037223815918,One Very Important Thought,Boards of Canada
148,980,2269,11.71779727935791,Bocuma,Boards of Canada
149,980,1653,11.450552940368652,Kaini Industries,Boards of Canada
150,980,13336,11.429034233093262,Slow This Bird Down,Boards of Canada
151,980,1638,11.4260835647583,Open the Light,Boards of Canada
152,980,16784,11.387419700622559,Sixtyten,Boards of Canada
153,980,22521,11.379624366760254,Melissa Juice,Boards of Canada
154,980,6683,11.362959861755371,Farewell Fire,Boards of Canada
155,980,13325,11.344171524047852,Into the Rainbow Vein,Boards of Canada
156,980,13334,11.334100723266602,Hey Saturday Sun,Boards of Canada
157,980,22493,11.32364273071289,Iced Cooly,Boards of Canada
158,1052,2600,11.824580192565918,Black Dahlia,Porcupine Tree
159,1052,2602,11.440707206726074,Remember Me Lover,Porcupine Tree
160,1052,2598,11.13708209991455,Bonnie the Cat,Porcupine Tree
161,1052,10677,10.299447059631348,Collapse the Light Into Earth,Porcupine Tree
162,1052,14660,9.480708122253418,Strip the Soul,Porcupine Tree
163,1052,210,9.345613479614258,Lips of Ashes,Porcupine Tree
164,1052,212,9.205312728881836,Wedding Nails,Porcupine Tree
165,1052,12692,8.975838661193848,Shesmovedon,Porcupine Tree
166,1052,12691,8.97380542755127,Four Chords That Made a Million,Porcupine Tree
167,1052,14829,8.961353302001953,The Creator Has a Mastertape,Porcupine Tree
168,1052,29539,8.862541198730469,Stars Die,Porcupine Tree
169,1052,211,8.85521125793457,Gravity Eyelids,Porcupine Tree
170,1052,6205,8.720911979675293,Giorgio by Moroder,Daft Punk
171,1052,249,8.675271034240723,Prodigal,Porcupine Tree
172,1052,29552,8.604452133178711,Where We Would Be,Porcupine Tree
173,1052,11099,8.566107749938965,Lightbulb Sun,Porcupine Tree
174,1052,29553,8.330268859863281,Feel So Low,Porcupine Tree
175,1052,28877,8.224902153015137,Rootless Tree,Damien Rice
176,1052,10607,7.965726852416992,The Rest Will Flow,Porcupine Tree
177,1052,28435,7.876950263977051,Dislocated Day,Porcupine Tree
178,1228,3692,13.325200080871582,Mr. Brightside,The Killers
179,1228,7754,12.024591445922852,Welcome Home,Radical Face
180,1228,3539,11.23619270324707,Hurt,Johnny Cash
181,1228,7638,11.148355484008789,Hoppípolla,Sigur Rós
182,1228,3570,11.060811996459961,Re: Stacks,Bon Iver
183,1228,11475,10.946322441101074,Gold Digger,Kanye West
184,1228,6300,10.932498931884766,Take a Walk,Passion Pit
185,1228,5787,10.636079788208008,The Monster,Eminem
186,1228,161,10.54015064239502,Seven Nation Army,The White Stripes
187,1228,7423,10.344914436340332,9 Crimes,Damien Rice
188,1228,5863,10.338068008422852,Breakeven,The Script
189,1228,5696,10.31949234008789,Sleepyhead,Passion Pit
190,1228,5459,10.263504028320312,Can't Remember to Forget You,Shakira
191,1228,1624,10.21296501159668,To Be Alone With You,Sufjan Stevens
192,1228,7726,10.00129222869873,Problem,Ariana Grande
193,1228,2279,9.982698440551758,Loser,Beck
194,1228,21398,9.926836013793945,Bound 2,Kanye West
