,user_id,item_id,track_name,artist_name
59246,119,5749,Fences,Phoenix
59258,119,3422,Cape Cod Kwassa Kwassa,Vampire Weekend
59259,119,3620,M79,Vampire Weekend
59261,119,11070,So Real,Jeff Buckley
59266,119,15087,Actor Out of Work,St. Vincent
59267,119,5706,Sorrow,The National
59268,119,11513,Anyone's Ghost,The National
59269,119,11516,Little Faith,The National
59271,119,5846,Gold Guns Girls,Metric
59272,119,6303,Gimme Sympathy,Metric
59273,119,4874,I Wonder,Kanye West
59274,119,0,Jack The Ripper,The Horrors
59275,119,12369,Count In Fives,The Horrors
59276,119,12370,Draw Japan,The Horrors
76294,161,17862,"Camouflage, Camouflage",The Blood Brothers
76295,161,17863,Huge Gold AK-47,The Blood Brothers
76296,161,17864,Feed Me To The Forest,The Blood Brothers
76297,161,17865,Trash Flavored Trash,The Blood Brothers
76298,161,17866,Love Rhymes With Hideous Car Wreck,The Blood Brothers
76299,161,17867,American Vultures,The Blood Brothers
76300,161,17868,Giant Swan,The Blood Brothers
76301,161,12565,Here We Are Juggernaut,Coheed and Cambria
76302,161,2656,Devil in Jersey City,Coheed and Cambria
76303,161,17869,Second Stage Turbine Blade,Coheed and Cambria
76304,161,14391,Time Consumer,Coheed and Cambria
76306,161,17870,Everything Evil,Coheed and Cambria
76307,161,17871,Guns of Summer,Coheed and Cambria
76312,161,17872,Delirium Trigger,Coheed and Cambria
76313,161,17873,Hearshot Kid Disaster,Coheed and Cambria
76314,161,12599,The Ring in Return,Coheed and Cambria
76315,161,14166,Three Evils (Embodied in Love and Shadow),Coheed and Cambria
76316,161,14548,Blood Red Summer,Coheed and Cambria
76317,161,17874,The Camper Velourium I: Faint of Hearts,Coheed and Cambria
76318,161,17875,The Camper Velourium II: Backend of Forever,Coheed and Cambria
76319,161,17876,The Camper Velourium III: Al the Killer,Coheed and Cambria
76320,161,12651,A Favor House Atlantic,Coheed and Cambria
76321,161,17877,Set Fire To The Face On Fire,The Blood Brothers
76322,161,17878,We Ride Skeletal Lightning,The Blood Brothers
76323,161,17879,Laser Life,The Blood Brothers
76325,161,17880,You're The Dream Unicorn!,The Blood Brothers
76326,161,17881,Vital Beach,The Blood Brothers
76327,161,17882,Spit Shine Your Black Clouds,The Blood Brothers
76328,161,17883,"1, 2, 3, 4 Guitars",The Blood Brothers
76329,161,17884,"Lift The Veil, Kiss The Tank",The Blood Brothers
76330,161,17885,Nausea Shreds Yr Head,The Blood Brothers
76331,161,17886,Rat Rider,The Blood Brothers
76332,161,17887,Johnny Ripper,The Blood Brothers
85898,198,19385,Close To The Glass,The Notwist
85899,198,8552,Nature Boy,Wild Beasts
85900,198,19386,Lineri,The Notwist
85901,198,1519,Let England Shake,PJ Harvey
85903,198,19387,The Fifth Quarter of the Globe,The Notwist
85905,198,8551,Mecca,Wild Beasts
85906,198,19388,Signals,The Notwist
85907,198,19389,Into Another Tune,The Notwist
161296,431,16025,Odens Ride Over Nordland,Bathory
161297,431,11954,Evil Woman,Black Sabbath
161298,431,12151,One Night In The City,Dio
161299,431,23572,Play Dead,HIM
161300,431,4676,Blood Red,Slayer
161301,431,28504,My Final Bullet,Sodom
161302,431,23150,Starchildren,Bruce Dickinson
161303,431,9452,Never Say Die,Black Sabbath
161304,431,28505,On The Hunt,Lynyrd Skynyrd
161305,431,4603,Mouth for War,Pantera
161306,431,17668,(We Are) The Road Crew,Motörhead
161307,431,16209,Join Me In Death,HIM
161308,431,10208,Killing Loneliness,HIM
161309,431,25113,Endless Dark,HIM
161310,431,10285,Vampire Heart,HIM
161311,431,12654,Heartache Every Moment,HIM
161314,431,28506,Razorblade Kiss,HIM
161317,431,19236,A Mansion in Darkness,King Diamond
161318,431,23148,The Tower,Bruce Dickinson
161319,431,2384,Blood of the Kings,Manowar
161320,431,3306,Blood Fire Death,Bathory
161321,431,15266,Antisocial,Anthrax
161322,431,6780,Lord of This World,Black Sabbath
161323,431,14740,Cowboy Song,Thin Lizzy
161324,431,3283,Born Dead,Death
161325,431,24941,The Usurper,Celtic Frost
161326,431,17775,Keep It In The Family,Anthrax
161327,431,11973,I Speed At Night,Dio
161328,431,4630,Attitude,Sepultura
161329,431,4798,One Last Time,HIM
161330,431,7675,Curse Of The Pharaohs,Mercyful Fate
161331,431,4738,Return to Serenity,Testament
161332,431,23151,Book of Thel,Bruce Dickinson
161333,431,25038,Fighting the World,Manowar
161334,431,4739,The Legacy,Testament
161335,431,7134,Wicked World,Black Sabbath
161337,431,28135,This Fortress of Tears,HIM
161338,431,28507,In Joy And Sorrow (String Version),HIM
161340,431,25129,Your Sweet Six Six Six,HIM
161341,431,28508,The Path,HIM
161342,431,25126,Wicked Game,HIM
161343,431,24875,Pretending,HIM
161347,431,13212,Dark Light,HIM
161348,431,15965,Buried Alive by Love,HIM
161349,431,28509,The Funeral Of Hearts (Acoustic version),HIM
161351,431,25747,Soul on Fire,HIM
161352,431,13822,Behind The Crimson Door,HIM
161355,431,28510,The Cage,HIM
161356,431,5685,Salt In Our Wounds,HIM
161362,431,13239,Drunk On Shadows,HIM
161369,431,5081,The Beginning Of The End,HIM
161370,431,25122,Circle of Fear,HIM
161372,431,23473,Under The Rose,HIM
161373,431,28511,The Heartless,HIM
161379,431,2944,Phantom of the Opera,Iron Maiden
161380,431,14742,Soldier Of Fortune,Deep Purple
161381,431,10106,Sabbra Cadabra,Black Sabbath
161382,431,16095,Bite the Bullet,Motörhead
161383,431,2744,Funeralopolis,Electric Wizard
161386,431,23585,Rip Out the Wings of a Butterfly,HIM
161387,431,22846,Solitary Man,HIM
161397,431,12551,Right Here in My Arms,HIM
161399,431,12641,Our Diabolikal Rapture,HIM
161400,431,25451,Beyond Redemption,HIM
161401,431,23488,In The NightSide Of Eden,HIM
161414,431,25121,The Sacrament,HIM
161425,431,28512,Gone with the sin (O.D. Version),HIM
161471,431,15958,When Love and Death Embrace,HIM
161477,431,28513,Lose You Tonight,HIM
161480,431,28514,Death is In Love With Us,HIM
198509,610,1946,Gold Soundz,Pavement
198510,610,26826,Eraser,No Age
198511,610,18931,Hellhole Ratrace,Girls
198512,610,6459,Summertime Clothes,Animal Collective
198513,610,6465,Brother Sport,Animal Collective
198514,610,6464,No More Runnin,Animal Collective
198515,610,6480,Leaf House,Animal Collective
198516,610,6481,Who Could Win a Rabbit,Animal Collective
198517,610,6482,The Softest Voice,Animal Collective
198518,610,6483,Kids On Holiday,Animal Collective
198519,610,6484,Sweet Road,Animal Collective
198520,610,6485,Visiting Friends,Animal Collective
198521,610,6486,We Tigers,Animal Collective
198522,610,6487,Mouth Wooed Her,Animal Collective
198523,610,6488,Good Lovin Outside,Animal Collective
198524,610,6489,Whaddit I Done,Animal Collective
198525,610,6536,Did You See the Words,Animal Collective
198526,610,6537,Flesh Canoe,Animal Collective
198527,610,6538,The Purple Bottle,Animal Collective
198528,610,6539,Banshee Beat,Animal Collective
198529,610,6540,Daffy Duck,Animal Collective
198530,610,6541,Loch Raven,Animal Collective
198531,610,6555,Cecilia Ann,Pixies
198532,610,1887,Is She Weird,Pixies
198533,610,3779,11th Dimension,Julian Casablancas
198534,610,31934,4 Chords of the Apocalypse,Julian Casablancas
198535,610,31935,Ludlow St.,Julian Casablancas
198536,610,31936,River of Brakelights,Julian Casablancas
198537,610,6333,Alien Days,MGMT
198539,610,12446,Cool Song No. 2,MGMT
198540,610,23905,Mystery Disease,MGMT
198541,610,18713,Feel So Good,Spacemen 3
198542,610,5843,Out of the Blue,Julian Casablancas
198548,610,2002,Break My Body,Pixies
198549,610,6552,Broken Face,Pixies
198550,610,1710,River Euphrates,Pixies
198551,610,6553,Tony's Theme,Pixies
198552,610,6554,Brick Is Red,Pixies
198554,610,6556,Rock Music,Pixies
198556,610,6557,All Over the World,Pixies
198557,610,1750,Dig for Fire,Pixies
198558,610,6558,Down to the Well,Pixies
198559,610,6559,The Happening,Pixies
198560,610,2082,Hang Wire,Pixies
198561,610,6560,Havalina,Pixies
198563,610,22853,Manta Ray,Pixies
198564,610,27590,Weird at My School,Pixies
198565,610,31937,Dancing the Manta Ray,Pixies
198566,610,27604,Make Believe,Pixies
198567,610,31938,I've Been Waiting for You,Pixies
198568,610,31939,The Thing,Pixies
198569,610,7469,Velvety Instrumental Version,Pixies
198570,610,31940,Theme From Narc,Pixies
198571,610,26846,Build High,Pixies
198572,610,31941,Evil Hearted You,Pixies
198573,610,6561,Trompe le Monde,Pixies
198574,610,6562,Alec Eiffel,Pixies
198575,610,6563,The Sad Punk,Pixies
198576,610,6564,Palace of the Brine,Pixies
198577,610,6565,Letter to Memphis,Pixies
198578,610,6566,Bird Dream of the Olympus Mons,Pixies
203584,627,25668,Ocean Spray,Manic Street Preachers
203588,627,557,Paper Wings,Rise Against
203589,627,593,Dancing for Rain,Rise Against
203594,627,9684,Never Tear Us Apart,INXS
203603,627,24801,Your Skull Is Red,Team Sleep
203604,627,24803,Blvd. Nights,Team Sleep
203623,627,21802,I'm Alright (You Gotta Go There to Come Back),Stereophonics
203630,627,20769,Getcha Groove On,Limp Bizkit
203648,627,6411,Heliosphan,Aphex Twin
203793,627,10983,Hate Me,Blue October
203813,627,18482,Vindicated,Dashboard Confessional
203882,627,11076,Perfect Blue Buildings,Counting Crows
203883,627,9242,Anna Begins,Counting Crows
203884,627,10964,Time and Time Again,Counting Crows
203885,627,5912,Sullivan Street,Counting Crows
203887,627,11183,Ghost Train,Counting Crows
270106,886,32355,My Smile Is A Rifle,John Frusciante
270107,886,32384,Untitled #11,John Frusciante
270108,886,32335,Fallout,John Frusciante
270109,886,28004,Representing,John Frusciante
270111,886,23358,With No One,John Frusciante
270112,886,27347,Mascara,John Frusciante
270113,886,32368,Saturation,John Frusciante
270114,886,2008,Someone's,John Frusciante
270115,886,32337,Ten To Butter Blood Voodoo,John Frusciante
270118,886,27348,Untitled #3,John Frusciante
270134,886,32347,Head (Beach Arab),John Frusciante
270136,886,32327,Skin Blues,John Frusciante
270137,886,32325,Blood On My Neck From Success,John Frusciante
270139,886,28007,Untitled #2,John Frusciante
270141,886,28008,Untitled #4,John Frusciante
270142,886,25770,Numb,Archive
270145,886,33353,Meon,Archive
270146,886,33354,Now and Then,Archive
270147,886,33355,Seamless,Archive
270148,886,16370,Sane,Archive
270149,886,16279,Sit Back Down,Archive
270150,886,16264,Veins,Archive
270151,886,33325,Fold,Archive
270152,886,3,Something in the Way,Nirvana
270153,886,2715,Son of a Gun,Nirvana
270155,886,208,You're Lost Little Girl,The Doors
270156,886,209,Love Me Two Times,The Doors
270157,886,10856,Nylon Smile,Portishead
270158,886,2121,The Rip,Portishead
270159,886,7797,We Carry On,Portishead
270160,886,11109,Deep Water,Portishead
270161,886,13518,Machine Gun,Portishead
270162,886,11215,Magic Doors,Portishead
270163,886,10741,Threads,Portishead
270164,886,19577,First Train Home,Imogen Heap
270165,886,27891,Wait It Out,Imogen Heap
270166,886,31311,Little Bird,Imogen Heap
270167,886,29453,Swoon,Imogen Heap
270168,886,28883,Tidal,Imogen Heap
270169,886,27909,Between Sheets,Imogen Heap
270170,886,28426,Bad Body Double,Imogen Heap
270171,886,26621,Aha!,Imogen Heap
270172,886,26618,Canvas,Imogen Heap
270173,886,26617,Half Life,Imogen Heap
270174,886,31339,Getting Scared,Imogen Heap
270175,886,33297,Sweet Religion,Imogen Heap
270176,886,10097,"Oh Me, Oh My",Imogen Heap
270177,886,31331,Angry Angel,Imogen Heap
270178,886,31332,Candlelight,Imogen Heap
270179,886,21151,Rake It In,Imogen Heap
270180,886,31330,Come Here Boy,Imogen Heap
270181,886,10259,Useless,Imogen Heap
270182,886,23757,Headlock,Imogen Heap
270183,886,23755,Have You Got It In You?,Imogen Heap
270184,886,23758,Loose Ends,Imogen Heap
270185,886,13254,Hide And Seek,Imogen Heap
270186,886,23759,Clear The Area,Imogen Heap
270187,886,23760,Daylight Robbery,Imogen Heap
270188,886,23761,The Walk,Imogen Heap
270189,886,23762,Just For Now,Imogen Heap
270190,886,23763,I Am In Love With You,Imogen Heap
270191,886,23764,Closing In,Imogen Heap
270192,886,31333,The Moment I Said It,Imogen Heap
270193,886,29381,Recurring,Bonobo
270194,886,1540,Tessellate,Alt-J
270195,886,5710,Dissolve Me,Alt-J
270196,886,29383,Lovely Head,Goldfrapp
270198,886,1472,Paper Bag,Goldfrapp
270199,886,1652,Deer Stop,Goldfrapp
270200,886,1426,Felt Mountain,Goldfrapp
270201,886,250,Vicarious,Tool
270202,886,251,Jambi,Tool
270203,886,252,The Pot,Tool
270204,886,253,Lipan Conjuring,Tool
270205,886,254,Rosetta Stoned,Tool
270206,886,255,Intension,Tool
270207,886,256,Right in Two,Tool
270208,886,257,Viginti Tres,Tool
270209,886,9812,Eon Blue Apocalypse,Tool
270210,886,9813,The Patient,Tool
270211,886,9814,Mantra,Tool
270212,886,9815,Parabol,Tool
270213,886,9816,Faaip de Oiad,Tool
270214,886,14071,Intolerance,Tool
270215,886,20744,Crawl Away,Tool
270216,886,9365,Swamp Song,Tool
270217,886,14072,Undertow,Tool
270218,886,14074,Disgustipated,Tool
270219,886,14038,Eulogy,Tool
270220,886,2145,Useful Idiot,Tool
270221,886,11046,Message to Harry Manback,Tool
270222,886,14039,Hooker With a Penis,Tool
270223,886,14040,Intermission,Tool
270224,886,14041,Die Eier von Satan,Tool
270225,886,14042,Pushit,Tool
270226,886,14043,Cesaro Summability,Tool
270227,886,12539,Ænema,Tool
270228,886,14073,Third Eye,Tool
270229,886,25092,Mickey Mouse And The Goodbye Man,Grinderman
270230,886,25093,Worm Tamer,Grinderman
270231,886,19592,Heathen Child,Grinderman
270232,886,25094,When My Baby Comes,Grinderman
270233,886,25095,What I Know,Grinderman
270234,886,19408,Kitchenette,Grinderman
270235,886,4998,Palaces Of Montezuma,Grinderman
270236,886,4999,Bellringer Blues,Grinderman
270237,886,30884,The Friend Catcher,The Birthday Party
270238,886,19586,Nick The Stripper,The Birthday Party
270239,886,35197,Zoo Music Girl,The Birthday Party
270240,886,35198,King Ink,The Birthday Party
270241,886,10494,Blast Off,The Birthday Party
270242,886,35199,She's Hit,The Birthday Party
270243,886,35200,"Hamlet (Pow, Pow, Pow)",The Birthday Party
270244,886,15630,Sonny's Burning,The Birthday Party
270245,886,6223,Stay Awake,London Grammar
270246,886,5818,Shyer,London Grammar
270247,886,6221,Sights,London Grammar
270248,886,5471,Interlude (live),London Grammar
270249,886,5500,Flickers,London Grammar
270250,886,6222,If You Wait,London Grammar
270251,886,28542,The Neighbors,St. Vincent
270252,886,10883,The Party,St. Vincent
270253,886,19563,The Sequel,St. Vincent
270254,886,7640,Sé Lest,Sigur Rós
270255,886,7643,Heysátan,Sigur Rós
270256,886,10926,Ágætis byrjun,Sigur Rós
270257,886,6343,Starálfur,Sigur Rós
270258,886,7638,Hoppípolla,Sigur Rós
270259,886,7652,Olsen Olsen,Sigur Rós
270260,886,7664,Glósóli,Sigur Rós
270261,886,10873,Ný batterí,Sigur Rós
270262,886,10609,Fljótavík,Sigur Rós
270263,886,8854,Við spilum endalaust,Sigur Rós
270265,886,19660,Inní mér syngur vitleysingur,Sigur Rós
270266,886,4458,Sæglópur,Sigur Rós
270267,886,11066,All alright,Sigur Rós
270270,886,7639,Með Blóðnasir,Sigur Rós
270273,886,7641,Andvari,Sigur Rós
270274,886,7642,Svo Hljótt,Sigur Rós
270276,886,11015,Sigur Rós,Sigur Rós
270277,886,24566,Dögun,Sigur Rós
270278,886,27086,Leit að lífi,Sigur Rós
270279,886,24567,Myrkur,Sigur Rós
270280,886,24565,Hafssól,Sigur Rós
270281,886,28304,Veröld ný og óð,Sigur Rós
289970,980,9638,The Devil Is in the Details,Boards of Canada
289971,980,22447,Sixtyniner,Boards of Canada
289972,980,22443,Oirectine,Boards of Canada
289973,980,33190,Twoism,Boards of Canada
289974,980,9633,In the Annexe,Boards of Canada
289975,980,9634,Julie and Candy,Boards of Canada
289976,980,9635,The Smallest Weird Number,Boards of Canada
289977,980,9636,Energy Warning,Boards of Canada
289978,980,36203,A New Kind of Water,This Heat
289979,980,6437,Spanish Air,Slowdive
289980,980,6438,Celia's Dream,Slowdive
289981,980,36204,Lo Boob Oscillator,Stereolab
289983,980,36205,Paper Hats,This Heat
289984,980,36206,S.P.Q.R.,This Heat
289985,980,36207,Cenotaph,This Heat
289987,980,9628,Ready Lets Go,Boards of Canada
289988,980,9630,Beware the Friendly Stranger,Boards of Canada
289989,980,9631,Gyroscope,Boards of Canada
289990,980,9632,Dandelion,Boards of Canada
289995,980,9637,The Beach at Redpoint,Boards of Canada
289996,980,9629,Opening the Mouth,Boards of Canada
306126,1052,5842,Black Mirror,Arcade Fire
306127,1052,5513,Neon Bible,Arcade Fire
306128,1052,6307,Ocean of Noise,Arcade Fire
306132,1052,6244,Windowsill,Arcade Fire
306133,1052,10879,No Cars Go,Arcade Fire
306134,1052,5451,My Body Is a Cage,Arcade Fire
306144,1052,24558,Who's Gonna Save My Soul,Gnarls Barkley
306150,1052,17007,Occam's Razor,Porcupine Tree
306151,1052,2599,Great Expectations,Porcupine Tree
306152,1052,2601,Kneel and Disconnect,Porcupine Tree
306153,1052,2603,Drawing the Line,Porcupine Tree
306154,1052,2605,The Incident,Porcupine Tree
306155,1052,2606,Your Unpleasant Family,Porcupine Tree
306156,1052,2607,The Yellow Windows of the Evening Train,Porcupine Tree
306157,1052,2608,Time Flies,Porcupine Tree
306158,1052,2610,Degree Zero of Liberty,Porcupine Tree
306159,1052,2611,Octane Twisted,Porcupine Tree
306160,1052,2612,The Seance,Porcupine Tree
306161,1052,2613,Circle of Manias,Porcupine Tree
306162,1052,2614,I Drive the Hearse,Porcupine Tree
306163,1052,2597,Flicker,Porcupine Tree
337354,1228,7747,Fast Car,Tracy Chapman
337355,1228,16760,Sweet Thing,Van Morrison
337356,1228,5515,Parachutes,Coldplay
337357,1228,6082,I Want You So Bad I Can't Breathe,OK Go
337358,1228,9649,Feelin' Myself,will.i.am
337359,1228,4876,Homecoming,Kanye West
337361,1228,3713,Jenny Was a Friend of Mine,The Killers
