,user_id,item_id,score,track_name,artist_name
41,23554,21515,10.4331636428833,Elektrobank,The Chemical Brothers
42,23554,27386,9.97414779663086,Dig Your Own Hole,The Chemical Brothers
43,23554,14082,9.963201522827148,Get Up On It Like This,The Chemical Brothers
44,23554,18365,9.609678268432617,Fight Music,D12
45,23554,9500,9.371408462524414,Under The Influence,Eminem
46,23554,13552,9.290618896484375,Charly (Trip Into Drum and Bass version),The Prodigy
47,23554,30876,9.26015567779541,Never Enough,Eminem
48,23554,26535,9.23060131072998,No Love,Eminem
49,23554,9496,9.193190574645996,Cinderella Man,Eminem
50,23554,46094,9.078629493713379,Places to Go,50 Cent
51,23554,21201,9.015772819519043,If I Can't,50 Cent
52,23554,32367,8.934306144714355,Piku,The Chemical Brothers
53,23554,8905,8.915699005126953,The Monster (feat. Rihanna),Eminem
54,23554,24661,8.845029830932617,Patiently Waiting,50 Cent
55,23554,24103,8.741778373718262,Stay Wide Awake,Eminem
56,23554,29000,8.718783378601074,My Mom,Eminem
57,23554,9650,8.624767303466797,Holy Grail,Jay-Z
58,23554,4745,8.570638656616211,Not Afraid,Eminem
59,23555,9450,9.25931453704834,Pardon Me,Incubus
60,23555,53,9.007793426513672,Freak on a Leash,Korn
61,23555,12686,8.726123809814453,DLZ,TV on the Radio
62,23555,12813,8.343000411987305,Murderers,John Frusciante
63,23555,24140,8.325489044189453,New Noise,Refused
64,23555,8269,8.303227424621582,Kickapoo,Tenacious D
65,23555,5692,8.26438045501709,Blurry,Puddle of Mudd
66,23555,26267,8.263628005981445,Handlebars,Flobots
67,23555,3719,8.232190132141113,Long Road to Ruin,Foo Fighters
68,23555,5151,8.215635299682617,Roulette,System of a Down
69,23555,3574,8.206243515014648,Celebrity Skin,Hole
70,23555,13215,8.18371295928955,Paralyzer,Finger Eleven
71,23555,161,8.171948432922363,Seven Nation Army,The White Stripes
72,23555,3298,8.164188385009766,Snuff,Slipknot
73,23555,8377,8.07242202758789,Santeria,Sublime
74,23555,13250,7.978079795837402,Suck My Kiss,Red Hot Chili Peppers
75,23555,5000,7.974040985107422,Let It Die,Foo Fighters
76,23555,30030,7.951416969299316,Beautiful Disaster,311
77,23555,10208,7.94430685043335,Killing Loneliness,HIM
78,23555,6026,7.8788604736328125,CUBErt,System of a Down
79,23558,17721,10.35893440246582,Troublemaker,Olly Murs
80,23558,5349,10.174001693725586,Behind Blue Eyes,Limp Bizkit
81,23558,13255,10.152734756469727,Freestyler,Bomfunk MC's
82,23558,7735,10.070838928222656,I'll Stand By You,The Pretenders
83,23558,1591,10.024898529052734,My Favourite Game,The Cardigans
84,23558,9373,10.016698837280273,Lay All Your Love on Me,ABBA
85,23558,18512,9.842037200927734,Tom's Diner,Suzanne Vega
86,23558,4740,9.804159164428711,Shape Of My Heart,Sting
87,23558,5714,9.762331008911133,Shiny Happy People,R.E.M.
88,23558,9513,9.70606803894043,November Rain,Guns N' Roses
89,23558,5408,9.654914855957031,Fly Away,Lenny Kravitz
90,23558,19530,9.423439025878906,Right Here Waiting,Richard Marx
91,23558,7738,9.336483001708984,When You're Gone,Bryan Adams
92,23558,7799,9.329916954040527,Just Hold Me,Maria Mena
93,23558,7601,9.2518949508667,Somethin' Stupid,Robbie Williams
94,23558,3631,9.181657791137695,Bohemian Rhapsody,Queen
95,23558,9166,9.131242752075195,Feeling a Moment,Feeder
96,23558,7740,9.12911319732666,Good Life,OneRepublic
97,23559,43618,9.806349754333496,Hey Girl,Damian Marley
98,23559,32534,9.667815208435059,We're Gonna Make It,Damian Marley
99,23559,32533,9.08769702911377,Confrontation,Damian Marley
100,23559,25730,8.940718650817871,The Master Has Come Back,Damian Marley
101,23559,4473,8.93176555633545,Me gustas tú,Manu Chao
102,23559,32535,8.906954765319824,In 2 Deep,Damian Marley
103,23559,27328,8.778454780578613,Slavery Days,Burning Spear
104,23559,26630,8.716269493103027,Cool Down the Pace,Gregory Isaacs
105,23559,32205,8.695104598999023,'Til I'm Laid To Rest,Buju Banton
106,23559,38124,8.669472694396973,The Same Song,Israel Vibration
107,23559,32604,8.632501602172852,Wanna Be Loved,Buju Banton
108,23559,5002,8.601581573486328,Bongo Bong,Manu Chao
109,23559,43619,8.561149597167969,For The Babies,Damian Marley
110,23559,26145,8.466133117675781,Da Joint,EPMD
111,23559,26128,8.309188842773438,Smash Lies,Matisyahu
112,23559,13870,8.274343490600586,Personal Jesus,Marilyn Manson
113,23559,4898,8.264891624450684,Gay Bar,Electric Six
114,23559,22218,8.097068786621094,Stepping Razor,Peter Tosh
115,23559,2054,8.056049346923828,Mala vida,Mano Negra
116,23559,26632,7.934511184692383,It Was Written,Damian Marley
117,23561,8529,14.298198699951172,Well I Wonder,The Smiths
118,23561,3621,14.14427375793457,Heaven Knows I'm Miserable Now,The Smiths
119,23561,1606,13.998045921325684,Girl Afraid,The Smiths
120,23561,1468,13.474409103393555,Asleep,The Smiths
121,23561,1932,13.419382095336914,How Soon Is Now?,The Smiths
122,23561,3771,13.213443756103516,The Headmaster Ritual,The Smiths
123,23561,11034,13.098840713500977,Pretty Girls Make Graves,The Smiths
124,23561,3767,13.009759902954102,These Things Take Time,The Smiths
125,23561,10465,12.926010131835938,Unloveable,The Smiths
126,23561,3773,12.807122230529785,That Joke Isn't Funny Anymore,The Smiths
127,23561,1323,12.709539413452148,Bigmouth Strikes Again,The Smiths
128,23561,3614,12.572651863098145,Vicar in a Tutu,The Smiths
129,23561,8528,12.52755355834961,What She Said,The Smiths
130,23561,3764,12.455671310424805,Nowhere Fast,The Smiths
131,23561,10422,12.372203826904297,Suffer Little Children,The Smiths
132,23561,4465,12.365966796875,Reel Around the Fountain,The Smiths
133,23561,19084,12.261066436767578,This Night Has Opened My Eyes,The Smiths
134,23561,8530,12.209135055541992,Barbarism Begins at Home,The Smiths
135,23561,10663,12.183111190795898,The Hand That Rocks the Cradle,The Smiths
136,23561,8833,12.066791534423828,Miserable Lie,The Smiths
137,23562,3664,11.616852760314941,Don't Stop Me Now,Queen
138,23562,930,11.538162231445312,Ain't It Fun,Paramore
139,23562,3732,11.063024520874023,Somebody to Love,Queen
140,23562,426,10.945006370544434,Crazy Little Thing Called Love,Queen
141,23562,5147,10.649706840515137,Under Pressure,Queen
142,23562,15295,10.538925170898438,Sweet Nothing,Calvin Harris
143,23562,20565,10.35457706451416,I Want It That Way,Backstreet Boys
144,23562,3692,9.996554374694824,Mr. Brightside,The Killers
145,23562,425,9.944116592407227,Killer Queen,Queen
146,23562,6313,9.893316268920898,Help I'm Alive,Metric
147,23562,5696,9.822383880615234,Sleepyhead,Passion Pit
148,23562,3727,9.71612548828125,Little Secrets,Passion Pit
149,23562,5563,9.607709884643555,Kiss With a Fist,Florence + the Machine
150,23562,3739,9.584503173828125,Fat Bottomed Girls,Queen
151,23562,3649,9.498064041137695,Carried Away,Passion Pit
152,23562,7538,9.443533897399902,Such Great Heights,The Postal Service
153,23564,21869,12.154212951660156,Three MC's and One DJ,Beastie Boys
154,23564,17917,10.460000991821289,Triple Trouble,Beastie Boys
155,23564,2046,10.285630226135254,Pass the Mic,Beastie Boys
156,23564,2291,10.226500511169434,Ricky's Theme,Beastie Boys
157,23564,12554,10.149744033813477,Root Down,Beastie Boys
158,23564,17431,9.896829605102539,B For My Name,Beastie Boys
159,23564,2283,9.868271827697754,Transitions,Beastie Boys
160,23564,1998,9.775736808776855,Funky Boss,Beastie Boys
161,23564,1520,9.5480375289917,Lighten Up,Beastie Boys
162,23564,21894,9.536338806152344,An Open Letter to NYC,Beastie Boys
163,23564,13560,9.519235610961914,Bobo On The Corner,Beastie Boys
164,23564,21514,9.314306259155273,Pow,Beastie Boys
165,23564,2112,9.26551342010498,So What'cha Want,Beastie Boys
166,23564,21530,9.238728523254395,In 3's,Beastie Boys
167,23564,17441,9.14816951751709,The Cousin Of Death,Beastie Boys
168,23564,13566,9.133943557739258,Sabrosa,Beastie Boys
169,23564,2166,9.128795623779297,Sure Shot,Beastie Boys
170,23564,2116,9.120168685913086,Jimmy James,Beastie Boys
171,23564,2032,9.110843658447266,To All The Girls,Beastie Boys
172,23564,41281,9.09212875366211,That's It That's All,Beastie Boys
173,23565,5642,13.361322402954102,Crack the Shutters,Snow Patrol
174,23565,10146,13.016319274902344,Hands Open,Snow Patrol
175,23565,12409,12.328113555908203,Lifeboats,Snow Patrol
176,23565,10947,12.250337600708008,You're All I Have,Snow Patrol
177,23565,10822,11.843937873840332,Shut Your Eyes,Snow Patrol
178,23565,3718,11.718681335449219,Open Your Eyes,Snow Patrol
179,23565,12211,10.799239158630371,Letting the Cables Sleep,Bush
180,23565,11136,10.741373062133789,You Could Be Happy,Snow Patrol
181,23565,11603,10.526641845703125,Just Say Yes,Snow Patrol
182,23565,11299,10.121133804321289,Make This Go on Forever,Snow Patrol
183,23565,10660,10.102193832397461,Colorblind,Counting Crows
184,23565,32973,9.894197463989258,The Racing Rats,Editors
185,23565,1283,9.881479263305664,This Is the Last Time,Keane
186,23565,9242,9.756155014038086,Anna Begins,Counting Crows
187,23565,11719,9.66400146484375,Set Down Your Glass,Snow Patrol
188,23565,1621,9.570061683654785,To Lose My Life,White Lies
189,23565,11058,9.565239906311035,A Long December,Counting Crows
190,23565,35,9.5457763671875,Blow Up the Outside World,Soundgarden
