,user_id,item_id,org_id,freebase_id,track_name,artist_id,artist_name
4391,31,2561,123078,m.011d9vh,Lying from You,301.0,Linkin Park
4392,31,17994,160509,m.0ljwnl,Hey God,2558.0,Bon Jovi
4393,31,5361,107427,m.0dmynr6,Tied Together With a Smile,3744.0,Taylor Swift
4394,31,2559,207238,m.0fttxg7,The Catalyst,301.0,Linkin Park
4395,31,4997,289,m.0dq_5sd,Tick Tick Boom,86.0,The Hives
4396,31,20463,100243,m.0dz5cs4,Fifteen,3744.0,Taylor Swift
4397,31,1154,270999,m.0g72z07,Not Enough,28.0,Avril Lavigne
4398,31,819,123085,m.011d9wt,From the Inside,301.0,Linkin Park
4399,31,5276,105434,m.0mbq5l,Kryptonite,6773.0,3 Doors Down
4400,31,5274,2578940,m.0z77mm,Holes,9682.0,Rascal Flatts
4401,31,5356,53745,m.0dyrrkg,By The Way,188.0,Theory of a Deadman
4402,31,5390,105428,m.0s7bnx,Believe It or Not,9716.0,Nickelback
4403,31,5296,838789,m.0dy0flw,Over It,3897.0,Ashley Tisdale
4404,31,583,88347,m.015jsm6,Next Contestant,9716.0,Nickelback
4405,31,887,123080,m.0dn599_,Valentine's Day,301.0,Linkin Park
4406,31,15952,272126,m.0s7bqf,See You At The Show,9716.0,Nickelback
4407,31,5394,203809,m.0dngs66,Crashed,14082.0,Daughtry
4408,31,5385,209113,m.0fx_5c2,Raised On Rock,182.0,Scorpions
4409,31,1165,270997,m.0g7dgnm,Everybody Hurts,28.0,Avril Lavigne
4410,31,5297,90447,m.0r281l,Breathing,3424.0,Yellowcard
4411,31,8231,156755,m.01cl9t7,Made Of Scars,508.0,Stone Sour
4412,31,561,83775,m.0dr8xp1,S.E.X.,9716.0,Nickelback
4413,31,5375,203803,m.0dngs5h,All These Lives,14082.0,Daughtry
4414,31,11286,3425,m.01c6b1s,Injection,438.0,Rise Against
4415,31,38207,288590,m.0xqkhy,When You Came Into My Life,182.0,Scorpions
4416,31,5398,835646,m.0lhm12,Leader Of Men (Acoustic),9716.0,Nickelback
4417,31,19868,203600,m.0ngxm8,Sarah Yellin',6773.0,3 Doors Down
4418,31,19868,203600,m.0ngxm8,Sarah Yellin',6773.0,3 Doors Down
4419,31,31726,253324,m.014km3d,Into The Sun,13500.0,Lifehouse
4420,31,5351,203601,m.0ngxlm,Dangerous Game,6773.0,3 Doors Down
4421,31,5378,253327,m.014km2r,All In All,13500.0,Lifehouse
4422,31,557,3428,m.011vm66,Paper Wings,438.0,Rise Against
4423,31,533,205121,m.0dr8xnk,Something In Your Mouth,9716.0,Nickelback
4424,31,5379,203810,m.0dngs5t,Used To,14082.0,Daughtry
4425,31,5300,687586,m.0dq416z,Contagious,28.0,Avril Lavigne
4426,31,23109,42581,m.0rynz7,Out On The Water,384.0,Blind Guardian
4427,31,7594,147975,m.0dq419c,When You're Gone,28.0,Avril Lavigne
4428,31,3189,50272,m.0lvmf9,Journey Through The Dark,384.0,Blind Guardian
4429,31,5590,331870,m.0dzlcqz,Pages,6773.0,3 Doors Down
4430,31,5283,558305,m.0qxsh6,Coming Home,182.0,Scorpions
4431,31,5291,644398,m.0150zqv,Fast Cars And Freedom,9682.0,Rascal Flatts
4432,31,5309,326583,m.0114kmp,It's Not Me,6773.0,3 Doors Down
4433,31,3192,52638,m.0rynwd,The Curse Of Feanor,384.0,Blind Guardian
4434,31,593,3441,m.011vm7j,Dancing for Rain,438.0,Rise Against
4435,31,7754,11647,m.01f4vzq,Welcome Home,1890.0,Radical Face
9122,67,13857,376587,m.0pn3hd,No Creo,8671.0,Shakira
9123,67,24749,311900,m.0nh2v3,Inevitable,8671.0,Shakira
9124,67,24752,397236,m.0m3rlz,Octavo Día,8671.0,Shakira
9125,67,24750,613160,m.0pn3j1,Que Vuelvas,8671.0,Shakira
9126,67,24748,392661,m.0nh2vb,Ojos Así,8671.0,Shakira
9127,67,9159,192449,m.0m3rl2,Si Te Vas,8671.0,Shakira
9128,67,9160,399188,m.0m3rl9,Moscas en la Casa,8671.0,Shakira
9129,67,13857,376587,m.0pn3hd,No Creo,8671.0,Shakira
9130,67,24749,311900,m.0nh2v3,Inevitable,8671.0,Shakira
9131,67,24752,397236,m.0m3rlz,Octavo Día,8671.0,Shakira
9132,67,24750,613160,m.0pn3j1,Que Vuelvas,8671.0,Shakira
9133,67,24752,397236,m.0m3rlz,Octavo Día,8671.0,Shakira
9134,67,9159,192449,m.0m3rl2,Si Te Vas,8671.0,Shakira
9135,67,24751,922782,m.0pn3jh,Dónde Están los Ladrones,8671.0,Shakira
9136,67,9160,399188,m.0m3rl9,Moscas en la Casa,8671.0,Shakira
9137,67,24749,311900,m.0nh2v3,Inevitable,8671.0,Shakira
9138,67,13857,376587,m.0pn3hd,No Creo,8671.0,Shakira
9139,67,24748,392661,m.0nh2vb,Ojos Así,8671.0,Shakira
9140,67,24752,397236,m.0m3rlz,Octavo Día,8671.0,Shakira
9141,67,9159,192449,m.0m3rl2,Si Te Vas,8671.0,Shakira
9142,67,24751,922782,m.0pn3jh,Dónde Están los Ladrones,8671.0,Shakira
9143,67,9031,108160,m.0fxr3tk,Clap Your Hands,3750.0,Sia
9144,67,9032,109210,m.0dw1m_0,Day Too Soon,3750.0,Sia
9145,67,9033,286465,m.0187yvg,Numb,3750.0,Sia
9146,67,9034,408416,m.0v_3dt,Where I Belong,3750.0,Sia
9147,67,6280,24413,m.014f2ym,Breathe Me,3750.0,Sia
9148,67,1050,32563,m.0179lm7,Sweet Potato,3750.0,Sia
9149,67,9035,104752,m.0fxr3v1,Bring Night,3750.0,Sia
9150,67,9036,105104,m.0fsz8tt,The Fight,3750.0,Sia
9151,67,9031,108160,m.0fxr3tk,Clap Your Hands,3750.0,Sia
9152,67,9064,234748,m.0nm3n5,Ready for the Good Times,8671.0,Shakira
9153,67,9065,234746,m.0lzrnh,Te Dejo Madrid,8671.0,Shakira
9154,67,9066,234745,m.0l_3f9,Poem to a Horse,8671.0,Shakira
9155,67,9067,460013,m.0nh2t7,Que me quedes tú,8671.0,Shakira
9156,67,9068,1118588,m.0lzrp4,Eyes Like Yours (Ojos Así),8671.0,Shakira
9157,67,9150,613465,m.0lgd0_,Antologia,8671.0,Shakira
9158,67,9151,534959,m.0fw3cgl,Un Poco de Amor,8671.0,Shakira
9159,67,9159,192449,m.0m3rl2,Si Te Vas,8671.0,Shakira
9160,67,24749,311900,m.0nh2v3,Inevitable,8671.0,Shakira
9161,67,24748,392661,m.0nh2vb,Ojos Así,8671.0,Shakira
9162,67,9160,399188,m.0m3rl9,Moscas en la Casa,8671.0,Shakira
9163,67,9150,613465,m.0lgd0_,Antologia,8671.0,Shakira
9164,67,17834,26126957,m.010hzzq9,Keys to the Kingdom,301.0,Linkin Park
9165,67,17835,26126966,m.010jtlv7,The Summoning,301.0,Linkin Park
9166,67,17834,26126957,m.010hzzq9,Keys to the Kingdom,301.0,Linkin Park
9167,67,17835,26126966,m.010jtlv7,The Summoning,301.0,Linkin Park
9168,67,5861,24919882,m.010j2qxb,Wastelands,301.0,Linkin Park
9169,67,17836,22250601,m.010jsyn6,Until it's Gone,301.0,Linkin Park
9170,67,17837,26126964,m.010jpyzt,Mark The Graves,301.0,Linkin Park
9171,67,17838,26126963,m.010k8nm1,Final Masquerade,301.0,Linkin Park
9172,67,17839,26126954,m.010jc74p,A Line In The Sand,301.0,Linkin Park
9173,67,17834,26126957,m.010hzzq9,Keys to the Kingdom,301.0,Linkin Park
9174,67,17835,26126966,m.010jtlv7,The Summoning,301.0,Linkin Park
9175,67,5861,24919882,m.010j2qxb,Wastelands,301.0,Linkin Park
9176,67,17836,22250601,m.010jsyn6,Until it's Gone,301.0,Linkin Park
9177,67,17837,26126964,m.010jpyzt,Mark The Graves,301.0,Linkin Park
9178,67,17838,26126963,m.010k8nm1,Final Masquerade,301.0,Linkin Park
9179,67,17839,26126954,m.010jc74p,A Line In The Sand,301.0,Linkin Park
9180,67,17834,26126957,m.010hzzq9,Keys to the Kingdom,301.0,Linkin Park
9181,67,9004,528805,m.016f506,En Tus Pupilas,8671.0,Shakira
9182,67,9005,122244,m.012rkh0,La Tortura,8671.0,Shakira
9183,67,9006,2369363,m.012wztv,Escondite Inglés,8671.0,Shakira
9184,67,9007,528230,m.012wzv8,Las de la Intuición,8671.0,Shakira
9185,67,9008,461899,m.012wzvh,Día de Enero,8671.0,Shakira
9186,67,9009,460931,m.012wzvq,Lo Imprescindible,8671.0,Shakira
9187,67,9010,3081838,m.012wzvy,La Pared (Versión Acústica),8671.0,Shakira
9188,67,9011,408919,m.0dycdmp,How Do You Do,8671.0,Shakira
9189,67,9012,461791,m.01b2f2r,Animal City,8671.0,Shakira
9190,67,9013,536493,m.0f4w595,Dreams for Plans,8671.0,Shakira
9191,67,9014,459899,m.019hwb_,Hey You,8671.0,Shakira
9192,67,9015,359819,m.01cbsb4,Your Embrace,8671.0,Shakira
9193,67,9016,322896,m.019hwcf,Costume Makes the Clown,8671.0,Shakira
9194,67,9017,536542,m.016sb0y,Timor,8671.0,Shakira
9195,67,9065,234746,m.0lzrnh,Te Dejo Madrid,8671.0,Shakira
9196,67,9150,613465,m.0lgd0_,Antologia,8671.0,Shakira
9197,67,9014,459899,m.019hwb_,Hey You,8671.0,Shakira
9198,67,24749,311900,m.0nh2v3,Inevitable,8671.0,Shakira
9199,67,9159,192449,m.0m3rl2,Si Te Vas,8671.0,Shakira
9200,67,24748,392661,m.0nh2vb,Ojos Así,8671.0,Shakira
9201,67,9065,234746,m.0lzrnh,Te Dejo Madrid,8671.0,Shakira
9202,67,9150,613465,m.0lgd0_,Antologia,8671.0,Shakira
9203,67,9014,459899,m.019hwb_,Hey You,8671.0,Shakira
9204,67,24749,311900,m.0nh2v3,Inevitable,8671.0,Shakira
9205,67,9159,192449,m.0m3rl2,Si Te Vas,8671.0,Shakira
9206,67,24748,392661,m.0nh2vb,Ojos Así,8671.0,Shakira
9207,67,9065,234746,m.0lzrnh,Te Dejo Madrid,8671.0,Shakira
9208,67,9150,613465,m.0lgd0_,Antologia,8671.0,Shakira
9209,67,9014,459899,m.019hwb_,Hey You,8671.0,Shakira
9210,67,24749,311900,m.0nh2v3,Inevitable,8671.0,Shakira
9211,67,9159,192449,m.0m3rl2,Si Te Vas,8671.0,Shakira
9212,67,24748,392661,m.0nh2vb,Ojos Así,8671.0,Shakira
9213,67,9069,15677967,m.0fqsdgq,She Wolf,8671.0,Shakira
9214,67,9069,15677967,m.0fqsdgq,She Wolf,8671.0,Shakira
9215,67,9070,453519,m.0fqsdg6,Long Time,8671.0,Shakira
9216,67,9071,461105,m.0fqsdf_,Why Wait,8671.0,Shakira
9217,67,9072,460927,m.0fqsdgj,Good Stuff,8671.0,Shakira
9218,67,9073,461542,m.0fqsdg9,Men in This Town,8671.0,Shakira
9219,67,9074,461335,m.0fqsdfk,Mon Amour,8671.0,Shakira
9220,67,9075,42938,m.0fvqlm1,Lo Hecho Está Hecho,8671.0,Shakira
9221,67,9076,461305,m.0fry8tg,Años Luz,8671.0,Shakira
9222,67,9077,533238,m.0fqsdfs,Loba,8671.0,Shakira
9223,67,16224,296337,m.0fvxdkx,Antes de las Seis,8671.0,Shakira
9224,67,16153,288596,m.0fv_lw_,Addicted to You,8671.0,Shakira
9225,67,24754,296335,m.0fryyvb,Lo Que Más,8671.0,Shakira
9226,67,24747,296332,m.0fryyvm,Devoción,8671.0,Shakira
9227,67,16333,296330,m.0fryyvf,Tu Boca,8671.0,Shakira
9228,67,9156,612254,m.0fqy8rs,Pienso en Ti,8671.0,Shakira
9229,67,9071,461105,m.0fqsdf_,Why Wait,8671.0,Shakira
9230,67,9065,234746,m.0lzrnh,Te Dejo Madrid,8671.0,Shakira
9231,67,24749,311900,m.0nh2v3,Inevitable,8671.0,Shakira
9232,67,9005,122244,m.012rkh0,La Tortura,8671.0,Shakira
9233,67,9007,528230,m.012wzv8,Las de la Intuición,8671.0,Shakira
9234,67,24746,394771,m.0ftl_24,Loca,8671.0,Shakira
9235,67,9069,15677967,m.0fqsdgq,She Wolf,8671.0,Shakira
9236,67,24748,392661,m.0nh2vb,Ojos Así,8671.0,Shakira
9237,67,16224,296337,m.0fvxdkx,Antes de las Seis,8671.0,Shakira
9238,67,9156,612254,m.0fqy8rs,Pienso en Ti,8671.0,Shakira
9239,67,8929,116608,m.0lpgf5,There You Go,3253.0,P!nk
9240,67,8930,1716351,m.0lf4f5,You Make Me Sick,3253.0,P!nk
9241,67,9373,45781,m.0m09l6,Lay All Your Love on Me,5031.0,ABBA
9242,67,18850,47539,m.0llw75,One of Us,5031.0,ABBA
9243,67,9373,45781,m.0m09l6,Lay All Your Love on Me,5031.0,ABBA
9244,67,9157,24915724,m.010sjqx0,Restart,9570.0,Sam Smith
9245,67,9157,24915724,m.010sjqx0,Restart,9570.0,Sam Smith
9246,67,9158,5234807,m.010tn6fc,Make It To Me,9570.0,Sam Smith
9247,67,6251,21008,m.0nlc5yw,Government Hooker,137.0,Lady Gaga
9248,67,6290,50737,m.0nndzts,Judas,137.0,Lady Gaga
9249,67,8926,111150,m.0qbhp56,Americano,137.0,Lady Gaga
9250,67,6237,19110,m.0qh7f_k,Bloody Mary,137.0,Lady Gaga
9251,67,6232,22119,m.0rf4dgv,Bad Kids,137.0,Lady Gaga
9252,67,6288,111385,m.0nnmf1r,Highway Unicorn (Road to Love),137.0,Lady Gaga
9253,67,6251,21008,m.0nlc5yw,Government Hooker,137.0,Lady Gaga
9254,67,6290,50737,m.0nndzts,Judas,137.0,Lady Gaga
9255,67,8926,111150,m.0qbhp56,Americano,137.0,Lady Gaga
9256,67,22648,26486772,m.010tbs5z,Big Girls Cry,3750.0,Sia
9257,67,22638,26536169,m.010s1b6b,Burn the Pages,3750.0,Sia
9258,67,9132,25632017,m.010txyzk,Eye of the Needle,3750.0,Sia
9259,67,22649,20850361,m.010v260n,Hostage,3750.0,Sia
9260,67,22650,26629377,m.010v3zmz,Straight for the Knife,3750.0,Sia
9261,67,22648,26486772,m.010tbs5z,Big Girls Cry,3750.0,Sia
9262,67,22638,26536169,m.010s1b6b,Burn the Pages,3750.0,Sia
9263,67,9132,25632017,m.010txyzk,Eye of the Needle,3750.0,Sia
9264,67,22649,20850361,m.010v260n,Hostage,3750.0,Sia
9265,67,22650,26629377,m.010v3zmz,Straight for the Knife,3750.0,Sia
9266,67,34425,26629376,m.010t71q7,Fair Game,3750.0,Sia
9267,67,6279,1078420,m.0y9n1xk,Elastic Heart,3750.0,Sia
9268,67,34426,26611327,m.010t26q3,Free the Animal,3750.0,Sia
9269,67,34427,26611319,m.010vf518,Fire Meet Gasoline,3750.0,Sia
9270,67,34428,26629375,m.010v4y1s,Cellophane,3750.0,Sia
9271,67,34429,26629374,m.010tyx51,Dressed in Black,3750.0,Sia
9272,67,22648,26486772,m.010tbs5z,Big Girls Cry,3750.0,Sia
9273,67,22638,26536169,m.010s1b6b,Burn the Pages,3750.0,Sia
9274,67,9132,25632017,m.010txyzk,Eye of the Needle,3750.0,Sia
9275,67,22649,20850361,m.010v260n,Hostage,3750.0,Sia
9276,67,22650,26629377,m.010v3zmz,Straight for the Knife,3750.0,Sia
9277,67,34425,26629376,m.010t71q7,Fair Game,3750.0,Sia
9278,67,6279,1078420,m.0y9n1xk,Elastic Heart,3750.0,Sia
9279,67,34426,26611327,m.010t26q3,Free the Animal,3750.0,Sia
9280,67,34427,26611319,m.010vf518,Fire Meet Gasoline,3750.0,Sia
9281,67,34428,26629375,m.010v4y1s,Cellophane,3750.0,Sia
9282,67,34429,26629374,m.010tyx51,Dressed in Black,3750.0,Sia
9283,67,6251,21008,m.0nlc5yw,Government Hooker,137.0,Lady Gaga
9284,67,6290,50737,m.0nndzts,Judas,137.0,Lady Gaga
9285,67,8926,111150,m.0qbhp56,Americano,137.0,Lady Gaga
9286,67,6237,19110,m.0qh7f_k,Bloody Mary,137.0,Lady Gaga
9287,67,6232,22119,m.0rf4dgv,Bad Kids,137.0,Lady Gaga
9288,67,6288,111385,m.0nnmf1r,Highway Unicorn (Road to Love),137.0,Lady Gaga
9289,67,6251,21008,m.0nlc5yw,Government Hooker,137.0,Lady Gaga
9290,67,6290,50737,m.0nndzts,Judas,137.0,Lady Gaga
9291,67,8926,111150,m.0qbhp56,Americano,137.0,Lady Gaga
9292,67,6237,19110,m.0qh7f_k,Bloody Mary,137.0,Lady Gaga
9293,67,6232,22119,m.0rf4dgv,Bad Kids,137.0,Lady Gaga
9294,67,6288,111385,m.0nnmf1r,Highway Unicorn (Road to Love),137.0,Lady Gaga
9295,67,6251,21008,m.0nlc5yw,Government Hooker,137.0,Lady Gaga
9296,67,6290,50737,m.0nndzts,Judas,137.0,Lady Gaga
9297,67,8926,111150,m.0qbhp56,Americano,137.0,Lady Gaga
9298,67,6237,19110,m.0qh7f_k,Bloody Mary,137.0,Lady Gaga
9299,67,5724,22032,m.0g8vw3_,Turning Tables,504.0,Adele
9300,67,1575,22031,m.0g8tsmg,Don't You Remember,504.0,Adele
9301,67,8913,232514,m.0gbbr4n,Turning Tables (Live Acoustic),504.0,Adele
9302,67,5724,22032,m.0g8vw3_,Turning Tables,504.0,Adele
9303,67,1575,22031,m.0g8tsmg,Don't You Remember,504.0,Adele
9304,67,5724,22032,m.0g8vw3_,Turning Tables,504.0,Adele
9305,67,1575,22031,m.0g8tsmg,Don't You Remember,504.0,Adele
9306,67,8913,232514,m.0gbbr4n,Turning Tables (Live Acoustic),504.0,Adele
9307,67,5724,22032,m.0g8vw3_,Turning Tables,504.0,Adele
11616,89,3671,297424,m.0wzjz8b,Hypocrite,4941.0,Cage the Elephant
11617,89,3672,297423,m.0wzjzf5,Teeth,4941.0,Cage the Elephant
11618,89,3673,297422,m.0wzjzjq,Cigarette Daydreams,4941.0,Cage the Elephant
11619,89,11020,23961,m.0dtvgy1,Clairaudients (Kill Or Be Killed),2937.0,Bright Eyes
11620,89,10860,254440,m.0dmm1bt,Four Winds,2937.0,Bright Eyes
11621,89,11498,155538,m.0dtvgzf,If The Brakeman Turns My Way,2937.0,Bright Eyes
11622,89,10558,253966,m.0dmtqz2,Hot Knives,2937.0,Bright Eyes
11623,89,11499,253679,m.0dtvgxv,Make A Plan To Love Me,2937.0,Bright Eyes
11624,89,11500,334127,m.0dtp_s_,Soul Singer In A Session Band,2937.0,Bright Eyes
11625,89,5707,19803,m.0dqzd3n,Apartment Story,2353.0,The National
11626,89,11100,19807,m.0dqd01g,Brainy,2353.0,The National
11627,89,11156,19806,m.0dmfrvr,Squalor Victoria,2353.0,The National
11628,89,11100,19807,m.0dqd01g,Brainy,2353.0,The National
11629,89,11156,19806,m.0dmfrvr,Squalor Victoria,2353.0,The National
11630,89,5911,19805,m.0dqzd33,Green Gloves,2353.0,The National
11631,89,5707,19803,m.0dqzd3n,Apartment Story,2353.0,The National
11632,89,11531,15806,m.0ffnttq,Guest Room,2353.0,The National
11633,89,5740,19794,m.0dp0h3g,Racing Like a Pro,2353.0,The National
11634,89,11495,1014906,m.0g0_rdh,Theme From Nice Guy,39798.0,Paul Dempsey
11635,89,5707,19803,m.0dqzd3n,Apartment Story,2353.0,The National
11636,89,8927,49876,m.0qcg30m,Starlight,3744.0,Taylor Swift
11637,89,11495,1014906,m.0g0_rdh,Theme From Nice Guy,39798.0,Paul Dempsey
11638,89,3668,296604,m.0wzjy3b,Come a Little Closer,4941.0,Cage the Elephant
11639,89,10860,254440,m.0dmm1bt,Four Winds,2937.0,Bright Eyes
11640,89,11100,19807,m.0dqd01g,Brainy,2353.0,The National
11641,89,11156,19806,m.0dmfrvr,Squalor Victoria,2353.0,The National
11642,89,5911,19805,m.0dqzd33,Green Gloves,2353.0,The National
11643,89,5911,19805,m.0dqzd33,Green Gloves,2353.0,The National
11644,89,5911,19805,m.0dqzd33,Green Gloves,2353.0,The National
11645,89,5911,19805,m.0dqzd33,Green Gloves,2353.0,The National
11646,89,5707,19803,m.0dqzd3n,Apartment Story,2353.0,The National
11647,89,11531,15806,m.0ffnttq,Guest Room,2353.0,The National
11648,89,5740,19794,m.0dp0h3g,Racing Like a Pro,2353.0,The National
11649,89,11486,1014871,m.0fr5prc,Take Us To Your Leader,39798.0,Paul Dempsey
11650,89,11508,5285194,m.0fz951n,Have You Fallen Out Of Love?,39798.0,Paul Dempsey
11651,89,11482,1014874,m.0fvkv5r,Fast Friends,39798.0,Paul Dempsey
11652,89,5911,19805,m.0dqzd33,Green Gloves,2353.0,The National
11653,89,11511,1014904,m.0f_925b,Safety In Numbness,39798.0,Paul Dempsey
11654,89,11496,1014873,m.0fxn2ym,Out The Airlock,39798.0,Paul Dempsey
11655,89,11510,5285190,m.0fyj0c9,The Great Optimist,39798.0,Paul Dempsey
11656,89,11508,5285194,m.0fz951n,Have You Fallen Out Of Love?,39798.0,Paul Dempsey
11657,89,11486,1014871,m.0fr5prc,Take Us To Your Leader,39798.0,Paul Dempsey
11658,89,11482,1014874,m.0fvkv5r,Fast Friends,39798.0,Paul Dempsey
11659,89,11495,1014906,m.0g0_rdh,Theme From Nice Guy,39798.0,Paul Dempsey
11660,89,11497,1014870,m.0f_yzy8,Bird In A Basement,39798.0,Paul Dempsey
11661,89,5911,19805,m.0dqzd33,Green Gloves,2353.0,The National
11662,89,11100,19807,m.0dqd01g,Brainy,2353.0,The National
11663,89,11156,19806,m.0dmfrvr,Squalor Victoria,2353.0,The National
11664,89,5911,19805,m.0dqzd33,Green Gloves,2353.0,The National
11665,89,5707,19803,m.0dqzd3n,Apartment Story,2353.0,The National
11666,89,11498,155538,m.0dtvgzf,If The Brakeman Turns My Way,2937.0,Bright Eyes
11667,89,11531,15806,m.0ffnttq,Guest Room,2353.0,The National
11668,89,5740,19794,m.0dp0h3g,Racing Like a Pro,2353.0,The National
11669,89,5911,19805,m.0dqzd33,Green Gloves,2353.0,The National
11670,89,5740,19794,m.0dp0h3g,Racing Like a Pro,2353.0,The National
11671,89,8552,1104491,m.0_m7_42,Nature Boy,2664.0,Wild Beasts
11672,89,8551,1104490,m.0_mk6k4,Mecca,2664.0,Wild Beasts
11673,89,8552,1104491,m.0_m7_42,Nature Boy,2664.0,Wild Beasts
11674,89,8551,1104490,m.0_mk6k4,Mecca,2664.0,Wild Beasts
11675,89,8553,950473,m.0_m5cym,Sweet Spot,2664.0,Wild Beasts
11676,89,8554,1104475,m.0_mdfx5,Pregnant Pause,2664.0,Wild Beasts
11677,89,8550,514335,m.0_m8hrb,A Simple Beautiful Truth,2664.0,Wild Beasts
11678,89,11526,1104474,m.0_mglhj,A Dog's Life,2664.0,Wild Beasts
11679,89,11519,1104473,m.0_m4qjc,Past Perfect,2664.0,Wild Beasts
11680,89,11100,19807,m.0dqd01g,Brainy,2353.0,The National
11681,89,11156,19806,m.0dmfrvr,Squalor Victoria,2353.0,The National
11682,89,5911,19805,m.0dqzd33,Green Gloves,2353.0,The National
11683,89,5707,19803,m.0dqzd3n,Apartment Story,2353.0,The National
11684,89,11531,15806,m.0ffnttq,Guest Room,2353.0,The National
11685,89,5740,19794,m.0dp0h3g,Racing Like a Pro,2353.0,The National
11686,89,11100,19807,m.0dqd01g,Brainy,2353.0,The National
11687,89,11156,19806,m.0dmfrvr,Squalor Victoria,2353.0,The National
11688,89,5911,19805,m.0dqzd33,Green Gloves,2353.0,The National
11689,89,5707,19803,m.0dqzd3n,Apartment Story,2353.0,The National
11690,89,11531,15806,m.0ffnttq,Guest Room,2353.0,The National
11691,89,5740,19794,m.0dp0h3g,Racing Like a Pro,2353.0,The National
11692,89,11020,23961,m.0dtvgy1,Clairaudients (Kill Or Be Killed),2937.0,Bright Eyes
11693,89,10860,254440,m.0dmm1bt,Four Winds,2937.0,Bright Eyes
11694,89,11498,155538,m.0dtvgzf,If The Brakeman Turns My Way,2937.0,Bright Eyes
11695,89,10558,253966,m.0dmtqz2,Hot Knives,2937.0,Bright Eyes
11696,89,11499,253679,m.0dtvgxv,Make A Plan To Love Me,2937.0,Bright Eyes
11697,89,11500,334127,m.0dtp_s_,Soul Singer In A Session Band,2937.0,Bright Eyes
11698,89,7393,318316,m.014_6cb,Touch The Sky,330.0,Kanye West
